,id,t,treated,fte,bk,kfc,roys,wendys
638,386,0,NJ,9.5,1,0,0,0
639,386,1,NJ,19.0,1,0,0,0
640,391,0,NJ,17.5,0,1,0,0
641,391,1,NJ,15.5,0,1,0,0
642,393,0,NJ,9.0,0,1,0,0
643,393,1,NJ,20.0,0,1,0,0
644,396,0,NJ,32.0,0,0,1,0
645,396,1,NJ,23.0,0,0,1,0
646,397,0,NJ,18.0,0,0,1,0
647,397,1,NJ,13.5,0,0,1,0
648,398,0,NJ,20.5,0,0,1,0
649,398,1,NJ,32.5,0,0,1,0
650,399,0,NJ,17.0,0,0,1,0
651,399,1,NJ,27.0,0,0,1,0
652,400,0,NJ,23.5,0,0,1,0
653,400,1,NJ,20.0,0,0,1,0
654,401,0,NJ,11.0,0,0,1,0
655,401,1,NJ,18.5,0,0,1,0
656,402,0,NJ,16.0,0,0,1,0
657,402,1,NJ,19.5,0,0,1,0
658,403,0,NJ,28.5,0,0,1,0
659,403,1,NJ,22.5,0,0,1,0
660,405,0,NJ,14.5,0,0,1,0
661,405,1,NJ,9.0,0,0,1,0
662,406,0,NJ,29.5,0,0,0,1
663,406,1,NJ,28.0,0,0,0,1
664,407,0,PA,8.0,0,1,0,0
665,407,0,NJ,10.0,0,0,0,1
666,407,1,PA,8.0,0,1,0,0
667,407,1,NJ,11.5,0,0,0,1
668,409,0,NJ,33.0,1,0,0,0
669,409,1,NJ,7.5,1,0,0,0
670,410,0,NJ,17.5,1,0,0,0
671,410,1,NJ,17.5,1,0,0,0
672,411,0,NJ,18.0,1,0,0,0
673,411,1,NJ,22.0,1,0,0,0
674,412,0,NJ,8.5,0,1,0,0
675,412,1,NJ,6.5,0,1,0,0
676,413,0,NJ,18.0,1,0,0,0
677,413,1,NJ,10.0,1,0,0,0
678,414,0,NJ,18.0,1,0,0,0
679,414,1,NJ,17.5,1,0,0,0
680,415,0,NJ,24.0,1,0,0,0
681,415,1,NJ,19.0,1,0,0,0
682,417,0,NJ,18.0,1,0,0,0
683,417,1,NJ,21.5,1,0,0,0
684,418,0,NJ,37.5,1,0,0,0
685,418,1,NJ,17.5,1,0,0,0
686,419,0,NJ,8.0,0,1,0,0
687,419,1,NJ,7.5,0,1,0,0
688,421,0,NJ,25.0,0,1,0,0
689,421,1,NJ,28.5,0,1,0,0
690,422,0,NJ,3.5,0,1,0,0
691,422,1,NJ,10.0,0,1,0,0
692,423,0,NJ,7.0,0,1,0,0
693,423,1,NJ,20.75,0,1,0,0
694,424,0,NJ,6.75,0,1,0,0
695,424,1,NJ,13.5,0,1,0,0
696,426,0,NJ,19.5,0,0,1,0
697,426,1,NJ,17.5,0,0,1,0
698,427,0,NJ,11.0,0,0,0,1
699,427,1,NJ,17.5,0,0,0,1
700,428,0,NJ,16.5,0,0,0,1
701,428,1,NJ,22.0,0,0,0,1
702,430,0,PA,32.5,1,0,0,0
703,430,1,PA,24.0,1,0,0,0
704,432,0,PA,47.5,1,0,0,0
705,432,1,PA,30.0,1,0,0,0
706,433,0,PA,25.0,1,0,0,0
707,433,1,PA,21.0,1,0,0,0
708,434,0,PA,40.0,1,0,0,0
709,434,1,PA,33.5,1,0,0,0
710,435,0,PA,19.75,1,0,0,0
711,435,1,PA,16.0,1,0,0,0
712,438,0,PA,4.5,0,1,0,0
713,438,1,PA,6.5,0,1,0,0
714,440,0,PA,12.5,0,0,0,1
715,440,1,PA,15.0,0,0,0,1
716,441,0,PA,35.0,0,0,0,1
717,441,1,PA,15.0,0,0,0,1
718,443,0,PA,13.5,0,0,0,1
719,443,1,PA,15.0,0,0,0,1
720,444,0,PA,22.0,0,0,0,1
721,444,1,PA,27.5,0,0,0,1
722,445,0,PA,67.5,1,0,0,0
723,445,1,PA,24.0,1,0,0,0
724,446,0,PA,,1,0,0,0
725,446,1,PA,19.0,1,0,0,0
726,448,0,PA,17.0,1,0,0,0
727,448,1,PA,21.5,1,0,0,0
728,449,0,PA,12.5,1,0,0,0
729,449,1,PA,22.5,1,0,0,0
730,450,0,PA,12.5,1,0,0,0
731,450,1,PA,31.5,1,0,0,0
732,451,0,PA,18.5,1,0,0,0
733,451,1,PA,30.5,1,0,0,0
734,454,0,PA,5.5,0,1,0,0
735,454,1,PA,9.0,0,1,0,0
736,455,0,PA,6.0,0,1,0,0
737,455,1,PA,9.0,0,1,0,0
738,458,0,PA,7.0,0,1,0,0
739,458,1,PA,6.5,0,1,0,0
740,459,0,PA,15.0,0,0,1,0
741,459,1,PA,10.0,0,0,1,0
742,462,0,PA,12.5,0,0,1,0
743,462,1,PA,13.5,0,0,1,0
744,466,0,PA,16.75,0,0,0,1
745,466,1,PA,20.0,0,0,0,1
746,468,0,PA,55.0,1,0,0,0
747,468,1,PA,25.0,1,0,0,0
748,469,0,PA,21.5,1,0,0,0
749,469,1,PA,26.5,1,0,0,0
750,470,0,PA,25.5,1,0,0,0
751,470,1,PA,23.0,1,0,0,0
752,471,0,PA,35.0,1,0,0,0
753,471,1,PA,23.5,1,0,0,0
754,472,0,PA,38.5,1,0,0,0
755,472,1,PA,20.5,1,0,0,0
756,473,0,PA,18.5,1,0,0,0
757,473,1,PA,33.5,1,0,0,0
758,474,0,PA,10.5,1,0,0,0
759,474,1,PA,15.0,1,0,0,0
760,475,0,PA,29.0,1,0,0,0
761,475,1,PA,18.0,1,0,0,0
762,476,0,PA,21.0,1,0,0,0
763,476,1,PA,20.0,1,0,0,0
764,477,0,PA,22.0,1,0,0,0
765,477,1,PA,16.0,1,0,0,0
766,478,0,PA,44.5,1,0,0,0
767,478,1,PA,23.0,1,0,0,0
768,481,0,PA,13.75,0,1,0,0
769,481,1,PA,17.0,0,1,0,0
770,483,0,PA,8.5,0,1,0,0
771,483,1,PA,10.5,0,1,0,0
772,485,0,PA,5.5,0,1,0,0
773,485,1,PA,10.0,0,1,0,0
774,487,0,PA,13.0,0,0,1,0
775,487,1,PA,16.0,0,0,1,0
776,488,0,PA,26.5,0,0,1,0
777,488,1,PA,12.5,0,0,1,0
778,489,0,PA,16.5,0,0,1,0
779,489,1,PA,11.5,0,0,1,0
780,490,0,PA,16.25,0,0,1,0
781,490,1,PA,11.0,0,0,1,0
782,491,0,PA,16.5,0,0,1,0
783,491,1,PA,0.0,0,0,1,0
784,492,0,PA,10.0,0,0,1,0
785,492,1,PA,11.5,0,0,1,0
786,493,0,PA,33.0,0,0,1,0
787,493,1,PA,15.0,0,0,1,0
788,495,0,PA,18.0,0,0,1,0
789,495,1,PA,18.0,0,0,1,0
790,496,0,PA,17.5,0,0,1,0
791,496,1,PA,15.0,0,0,1,0
792,497,0,PA,19.5,0,0,0,1
793,497,1,PA,,0,0,0,1
794,498,0,PA,25.0,0,0,0,1
795,498,1,PA,23.75,0,0,0,1
796,499,0,PA,14.0,0,0,0,1
797,499,1,PA,15.5,0,0,0,1
798,501,0,PA,21.5,1,0,0,0
799,501,1,PA,37.5,1,0,0,0
800,503,0,PA,14.5,1,0,0,0
801,503,1,PA,38.25,1,0,0,0
802,506,0,PA,6.5,0,1,0,0
803,506,1,PA,6.5,0,1,0,0
804,509,0,PA,11.0,0,0,1,0
805,509,1,PA,10.5,0,0,1,0
806,510,0,PA,19.5,0,0,1,0
807,510,1,PA,11.25,0,0,1,0
808,511,0,PA,12.0,0,0,1,0
809,511,1,PA,9.5,0,0,1,0
810,514,0,PA,15.0,0,0,1,0
811,514,1,PA,31.0,0,0,1,0
812,515,0,PA,15.0,0,0,1,0
813,515,1,PA,14.5,0,0,1,0
814,516,0,PA,17.25,0,0,1,0
815,516,1,PA,8.0,0,0,1,0
816,521,0,PA,12.5,1,0,0,0
817,521,1,PA,6.0,1,0,0,0
818,522,0,PA,17.0,1,0,0,0
819,522,1,PA,14.5,1,0,0,0
